Date,Time,Ptch(rad),Roll(rad),Yaw(rad),FM(...),1RSS(dB),2RSS(dB),RQly(%),RSNR(dB),RFMD,TPWR(mW),TRSS(dB),TQly(%),TSNR(dB),GPS,Alt(m),Sats,RxBt(V),Curr(A),Capa(mAh),VFAS(V),GSpd(kmh),Hdg(@),Bat_(%),Rud,Ele,Thr,Ail,S1,6P,S2,EX1,EX2,LS,RS,SA,SB,SC,SD,SE,SF,SG,SH,SI,SJ,LSW,TxBat(V)
2020-04-17,19:39:56.390,0.01,0.02,0.27,0,31,31,100,77,2,25,25,100,73,50.379056 -4.793643,0,13,11.4,0.0,0,11.4,0.5,16.59,50,0,5,-1024,0,-18,-1024,-17,-30,0,1024,1024,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000166,7.4
2020-04-17,19:39:56.900,0.01,0.02,0.27,0,29,29,100,81,2,25,25,100,69,50.379056 -4.793643,0,13,11.4,0.0,0,11.4,0.5,16.59,50,0,5,-1024,-3,-18,-1024,-18,-30,0,1024,1024,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000166,7.4
2020-04-17,19:39:57.410,0.01,0.02,0.27,0,29,29,100,79,2,25,25,100,70,50.379056 -4.793642,0,13,11.4,0.0,0,11.4,0.3,16.59,50,2,5,-1024,0,-19,-1024,-17,-30,0,1024,1024,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000166,7.4
2020-04-17,19:39:57.920,0.01,0.02,0.27,0,29,29,100,78,2,25,25,100,67,50.379055 -4.793642,-1,13,11.4,0.0,0,11.4,0.1,16.59,50,0,5,-1024,0,-19,-1024,-17,-30,0,1024,1024,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000166,7.4
2020-04-17,19:39:58.440,0.01,0.02,0.27,0,30,30,100,81,2,25,25,100,69,50.379055 -4.793641,-1,13,11.4,0.0,0,11.4,0.2,16.59,50,0,5,-1024,-3,-19,-1024,-17,-30,0,1024,1024,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000166,7.4
2020-04-17,19:39:58.950,0.01,0.02,0.27,0,29,29,100,80,2,25,25,100,68,50.379055 -4.793641,-1,13,11.4,0.0,0,11.4,0.2,16.59,50,2,5,-1024,-3,-18,-1024,-17,-30,0,1024,1024,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000166,7.4
2020-04-17,19:39:59.450,0.01,0.02,0.28,0,29,29,100,76,2,25,25,100,70,50.379055 -4.793640,-1,13,11.4,0.0,0,11.4,0.3,16.59,50,0,5,-1024,-3,-18,-1024,-17,-30,0,1024,1024,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000166,7.4
2020-04-17,19:39:59.950,0.01,0.02,0.28,0,30,30,100,76,2,25,25,100,69,50.379055 -4.793640,-1,13,11.4,0.0,0,11.4,0.2,16.59,50,0,5,-1024,0,-18,-1024,-18,-30,0,1024,1024,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000166,7.4
2020-04-17,19:40:00.460,0.01,0.02,0.28,0,30,30,100,77,2,25,25,99,69,50.379055 -4.793639,-1,13,11.4,0.0,0,11.4,0.0,16.59,50,0,5,-1024,0,-18,-1024,-18,-30,0,1024,1024,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000166,7.4
2020-04-17,19:40:00.970,0.01,0.02,0.28,0,31,31,100,79,2,25,25,100,70,50.379055 -4.793639,0,13,11.4,0.0,0,11.4,0.1,16.59,50,0,5,-1024,-3,-19,-1024,-17,-30,0,1024,1024,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000166,7.4
2020-04-17,19:40:01.510,0.01,0.02,0.28,0,29,29,100,77,2,25,25,100,68,50.379055 -4.793638,0,13,11.4,0.0,0,11.4,0.1,16.59,50,0,5,-1024,-3,-18,-1024,-18,-30,0,1024,1024,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000166,7.4
2020-04-17,19:40:02.040,0.01,0.02,0.28,0,30,30,100,83,2,25,24,100,70,50.379055 -4.793637,0,13,11.4,0.0,0,11.4,0.1,16.59,50,0,5,-1024,-3,-19,-1024,-17,-30,0,1024,1024,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000166,7.4
2020-04-17,19:40:02.580,0.01,0.02,0.28,0,29,29,100,60,2,25,25,100,72,50.379056 -4.793637,0,13,11.4,0.0,0,11.4,0.3,16.59,50,0,5,-1024,0,-18,-1024,-17,-30,0,1024,1024,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000166,7.4
2020-04-17,19:40:03.100,0.01,0.02,0.28,0,29,29,100,79,2,25,24,100,71,50.379056 -4.793636,0,13,11.4,0.0,0,11.4,0.3,16.59,50,2,5,-1024,0,-18,-1024,-17,-30,0,1024,1024,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000166,7.4
2020-04-17,19:40:03.640,0.01,0.02,0.28,0,30,30,100,76,2,25,24,100,71,50.379056 -4.793636,-1,13,11.4,0.0,0,11.4,0.1,16.59,50,0,5,-1024,-3,-18,-1024,-17,-30,0,1024,1024,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000166,7.4
2020-04-17,19:40:04.150,0.01,0.02,0.28,0,29,29,100,79,2,25,24,100,68,50.379056 -4.793636,-1,13,11.4,0.0,0,11.4,0.3,16.59,50,2,5,-1024,-3,-18,-1024,-17,-30,0,1024,1024,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000166,7.4
2020-04-17,19:40:04.670,0.01,0.02,0.28,0,30,30,100,71,2,25,24,100,71,50.379057 -4.793636,-1,13,11.4,0.0,0,11.4,0.4,16.59,50,0,5,-1024,-3,-18,-1024,-17,-30,0,1024,1024,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000166,7.4
2020-04-17,19:40:05.180,0.01,0.02,0.29,0,29,29,100,80,2,25,24,100,71,50.379057 -4.793636,-1,13,11.4,0.0,0,11.4,0.1,16.59,50,0,5,-1024,-3,-18,-1024,-17,-30,0,1024,1024,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000166,7.4
2020-04-17,19:40:05.690,0.01,0.02,0.29,0,30,30,100,79,2,25,24,100,69,50.379058 -4.793636,-1,13,11.4,0.0,0,11.4,0.1,16.59,50,0,5,-1024,-3,-18,-1024,-17,-30,0,1024,1024,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000166,7.4
2020-04-17,19:40:06.260,0.01,0.02,0.29,0,29,29,100,75,2,25,24,100,70,50.379058 -4.793636,-1,13,11.4,0.0,0,11.4,0.4,16.59,50,0,5,-1024,0,-18,-1024,-17,-30,0,1024,1024,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000166,7.4
2020-04-17,19:40:06.770,0.01,0.02,0.29,0,29,29,100,81,2,25,24,100,69,50.379058 -4.793636,-1,13,11.4,0.0,0,11.4,0.1,16.59,50,2,5,-1024,0,-18,-1024,-17,-30,0,1024,1024,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000166,7.4
2020-04-17,19:40:07.280,0.01,0.02,0.29,0,29,29,100,79,2,25,24,100,73,50.379059 -4.793636,-1,13,11.4,0.0,0,11.4,0.1,16.59,50,2,5,-1024,0,-18,-1024,-17,-30,0,1024,1024,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000166,7.4
2020-04-17,19:40:07.810,0.01,0.02,0.29,0,29,29,100,80,2,25,24,100,69,50.379059 -4.793636,-1,13,11.4,0.0,0,11.4,0.1,16.59,50,2,5,-1024,-3,-18,-1024,-17,-30,0,1024,1024,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000166,7.4
2020-04-17,19:40:08.330,0.01,0.02,0.29,0,30,30,100,77,2,25,24,100,69,50.379059 -4.793636,-1,13,11.4,0.0,0,11.4,0.1,16.59,50,0,5,-1024,0,-18,-1024,-18,-30,0,1024,1024,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000166,7.4
2020-04-17,19:40:08.880,0.01,0.02,0.29,0,30,30,100,76,2,25,24,100,72,50.379059 -4.793637,-1,13,11.4,0.0,0,11.4,0.1,16.59,50,0,5,-1024,-3,-18,-1024,-17,-30,0,1024,1024,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000166,7.4
2020-04-17,19:40:09.400,0.01,0.02,0.30,0,29,29,100,77,2,25,24,100,71,50.379059 -4.793637,-1,13,11.4,0.0,0,11.4,0.0,16.59,50,0,5,-1024,0,-18,-1024,-17,-30,0,1024,1024,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000166,7.4
2020-04-17,19:40:09.940,0.01,0.02,0.30,0,30,30,100,78,2,25,24,100,68,50.379058 -4.793637,-1,13,11.4,0.0,0,11.4,0.1,16.59,50,2,5,-1024,0,-18,-1024,-17,-30,0,1024,1024,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000166,7.4
2020-04-17,19:40:10.460,0.01,0.02,0.30,0,30,30,100,75,2,25,24,100,70,50.379058 -4.793638,-1,13,11.4,0.0,0,11.4,0.0,16.59,50,0,5,-1024,0,-18,-1024,-17,-30,0,1024,1024,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000166,7.4
2020-04-17,19:40:11.000,0.01,0.02,0.30,0,29,29,100,78,2,25,24,100,70,50.379058 -4.793638,-1,13,11.4,0.0,0,11.4,0.2,16.59,50,2,5,-1024,-3,-18,-1024,-17,-30,0,1024,1024,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000166,7.4
2020-04-17,19:40:11.510,0.01,0.02,0.30,0,29,29,100,79,2,25,24,100,71,50.379058 -4.793638,0,13,11.4,0.0,0,11.4,0.1,16.59,50,0,5,-1024,0,-18,-1024,-17,-30,0,1024,1024,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000166,7.4
2020-04-17,19:40:12.030,0.01,0.02,0.30,0,30,30,100,53,2,25,24,100,73,50.379057 -4.793639,0,13,11.4,0.0,0,11.4,0.0,16.59,50,2,5,-1024,-3,-18,-1024,-17,-30,0,1024,1024,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000166,7.4
2020-04-17,19:40:12.540,0.01,0.02,0.30,0,29,29,100,79,2,25,24,100,70,50.379057 -4.793639,0,13,11.4,0.0,0,11.4,0.1,16.59,50,2,5,-1024,-3,-18,-1024,-17,-30,0,1024,1024,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000166,7.4
2020-04-17,19:40:13.050,0.01,0.02,0.30,0,29,29,100,78,2,25,24,100,69,50.379057 -4.793639,0,13,11.4,0.0,0,11.4,0.1,16.59,50,2,5,-1024,0,-18,-1024,-17,-30,0,1024,1024,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000166,7.4
2020-04-17,19:40:13.560,0.01,0.02,0.30,0,29,29,100,78,2,25,25,100,71,50.379057 -4.793640,0,13,11.4,0.0,0,11.4,0.1,16.59,50,0,5,-1024,-3,-18,-1024,-17,-30,0,1024,1024,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000166,7.4
2020-04-17,19:40:14.130,0.01,0.02,0.30,0,30,30,100,83,2,25,24,100,70,50.379056 -4.793640,0,13,11.4,0.0,0,11.4,0.2,16.59,50,0,5,-1024,0,-18,-1024,-17,-30,0,1024,1024,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000166,7.4
2020-04-17,19:40:14.650,0.01,0.02,0.30,0,30,30,100,76,2,25,24,98,69,50.379056 -4.793640,0,13,11.4,0.0,0,11.4,0.3,16.59,50,2,5,-1024,0,-18,-1024,-17,-30,0,1024,1024,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000166,7.4
2020-04-17,19:40:15.160,0.01,0.02,0.31,0,29,29,100,80,2,25,24,100,72,50.379055 -4.793641,0,13,11.4,0.0,0,11.4,0.2,16.59,50,2,5,-1024,-3,-18,-1024,-17,-30,0,1024,1024,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000166,7.4
2020-04-17,19:40:15.700,0.01,0.02,0.31,0,30,30,100,79,2,25,24,100,71,50.379055 -4.793641,0,13,11.4,0.0,0,11.4,0.3,16.59,50,0,5,-1024,-3,-18,-1024,-17,-30,0,1024,1024,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000166,7.4
2020-04-17,19:40:16.220,0.01,0.02,0.31,0,29,29,100,77,2,25,24,100,74,50.379055 -4.793641,0,13,11.4,0.0,0,11.4,0.3,16.59,50,2,5,-1024,0,-18,-1024,-17,-30,0,1024,1024,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000166,7.4
2020-04-17,19:40:16.760,0.01,0.02,0.31,0,29,29,100,76,2,25,24,100,69,50.379055 -4.793642,0,12,11.4,0.0,0,11.4,0.4,16.59,50,2,5,-1024,-3,-18,-1024,-17,-30,0,1024,1024,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000166,7.4
2020-04-17,19:40:17.290,0.01,0.02,0.31,0,29,29,100,83,2,25,24,100,70,50.379054 -4.793642,0,13,11.4,0.0,0,11.4,0.3,16.59,50,0,5,-1024,-3,-18,-1024,-17,-30,0,1024,1024,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000166,7.4
2020-04-17,19:40:17.810,0.01,0.02,0.31,0,29,29,100,82,2,25,24,100,70,50.379054 -4.793643,-1,13,11.4,0.0,0,11.4,0.3,16.59,50,2,5,-1024,-3,-18,-1024,-17,-30,0,1024,1024,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000166,7.4
2020-04-17,19:40:18.330,0.01,0.02,0.31,0,31,31,100,81,2,25,24,100,73,50.379054 -4.793643,-1,13,11.4,0.0,0,11.4,0.1,16.59,50,0,5,-1024,-3,-18,-1024,-17,-30,0,1024,1024,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000166,7.4
2020-04-17,19:40:18.850,0.01,0.02,0.31,0,30,30,100,78,2,25,24,100,70,50.379053 -4.793644,-1,13,11.4,0.0,0,11.4,0.2,16.59,50,2,5,-1024,0,-19,-1024,-17,-30,0,1024,1024,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000166,7.4
2020-04-17,19:40:19.360,0.01,0.02,0.31,0,29,29,100,76,2,25,24,100,71,50.379053 -4.793644,-1,13,11.4,0.0,0,11.4,0.1,16.59,50,0,5,-1024,0,-18,-1024,-17,-30,0,1024,1024,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000166,7.4
2020-04-17,19:40:19.870,0.01,0.02,0.31,0,29,29,100,76,2,25,24,100,73,50.379053 -4.793644,-1,13,11.4,0.0,0,11.4,0.0,16.59,50,0,5,-1024,-3,-19,-1024,-17,-30,0,1024,1024,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000166,7.4
2020-04-17,19:40:20.370,0.01,0.02,0.31,0,30,30,100,80,2,25,25,100,69,50.379052 -4.793644,-1,13,11.4,0.0,0,11.4,0.0,16.59,50,0,5,-1024,0,-18,-1024,-17,-30,0,1024,1024,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000166,7.4
2020-04-17,19:40:20.880,0.01,0.02,0.32,0,30,30,100,80,2,25,25,100,71,50.379052 -4.793645,-1,13,11.4,0.0,0,11.4,0.1,16.59,50,0,5,-1024,0,-18,-1024,-17,-30,0,1024,1024,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000166,7.4
2020-04-17,19:40:21.390,0.01,0.02,0.32,0,31,31,100,81,2,25,25,100,68,50.379052 -4.793645,-1,13,11.4,0.0,0,11.4,0.1,16.59,50,0,5,-1024,-3,-19,-1024,-17,-30,0,1024,1024,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000166,7.4
2020-04-17,19:40:21.900,0.01,0.02,0.32,0,30,30,100,82,2,25,25,100,72,50.379051 -4.793645,-1,13,11.4,0.0,0,11.4,0.1,16.59,50,0,5,-1024,-3,-19,-1024,-17,-30,0,1024,1024,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000166,7.4
2020-04-17,19:40:22.410,0.01,0.02,0.32,0,30,30,100,52,2,25,25,100,69,50.379051 -4.793645,-1,13,11.4,0.0,0,11.4,0.1,16.59,50,0,5,-1024,-3,-18,-1024,-17,-30,0,1024,1024,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000166,7.4
2020-04-17,19:40:22.930,0.01,0.02,0.32,0,30,30,100,67,2,25,24,100,70,50.379050 -4.793645,-1,13,11.4,0.0,0,11.4,0.2,16.59,50,0,5,-1024,-3,-18,-1024,-17,-30,0,1024,1024,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000166,7.4
2020-04-17,19:40:23.460,0.01,0.02,0.32,0,30,30,100,80,2,25,25,100,72,50.379050 -4.793645,-1,13,11.4,0.0,0,11.4,0.2,16.59,50,0,5,-1024,-3,-18,-1024,-17,-30,0,1024,1024,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000166,7.4
2020-04-17,19:40:24.000,0.01,0.02,0.32,0,30,30,100,79,2,25,25,99,73,50.379049 -4.793645,-1,14,11.4,0.0,0,11.4,0.1,16.59,50,2,5,-1024,-3,-18,-1024,-17,-30,0,1024,1024,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000166,7.4
2020-04-17,19:40:24.520,0.01,0.02,0.32,0,29,29,100,60,2,25,25,100,71,50.379049 -4.793645,-1,14,11.4,0.0,0,11.4,0.1,16.59,50,0,5,-1024,-3,-18,-1024,-17,-30,0,1024,1024,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000166,7.4
2020-04-17,19:40:25.060,0.01,0.02,0.32,0,29,29,100,80,2,25,25,100,72,50.379048 -4.793645,-1,14,11.4,0.0,0,11.4,0.1,16.59,50,0,5,-1024,0,-19,-1024,-17,-30,0,1024,1024,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000166,7.4
2020-04-17,19:40:25.590,0.01,0.02,0.32,0,31,31,100,81,2,25,25,100,72,50.379048 -4.793645,-1,14,11.4,0.0,0,11.4,0.1,16.59,50,0,5,-1024,-3,-18,-1024,-17,-30,0,1024,1024,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000166,7.4
2020-04-17,19:40:26.110,0.01,0.02,0.32,0,31,31,100,76,2,25,25,100,69,50.379048 -4.793645,-1,14,11.4,0.0,0,11.4,0.1,16.59,50,0,5,-1024,-3,-18,-1024,-17,-30,0,1024,1024,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000166,7.4
2020-04-17,19:40:26.610,0.01,0.02,0.33,0,30,30,100,70,2,25,25,100,70,50.379048 -4.793645,-1,14,11.4,0.0,0,11.4,0.1,16.59,50,0,5,-1024,0,-18,-1024,-17,-30,0,1024,1024,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000166,7.4
2020-04-17,19:40:27.120,0.01,0.02,0.33,0,29,29,100,84,2,25,25,100,72,50.379047 -4.793645,-1,14,11.4,0.0,0,11.4,0.2,16.59,50,2,5,-1024,-3,-18,-1024,-17,-30,0,1024,1024,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000166,7.4
2020-04-17,19:40:27.630,0.01,0.02,0.33,0,29,29,100,80,2,25,25,100,73,50.379047 -4.793645,-1,14,11.4,0.0,0,11.4,0.2,16.59,50,2,5,-1024,0,-18,-1024,-17,-30,0,1024,1024,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000166,7.4
2020-04-17,19:40:28.150,0.01,0.02,0.33,0,29,29,100,81,2,25,25,100,72,50.379046 -4.793644,-1,14,11.4,0.0,0,11.4,0.1,16.59,50,0,5,-1024,0,-18,-1024,-17,-30,0,1024,1024,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000166,7.4
2020-04-17,19:40:28.660,0.01,0.02,0.33,0,29,29,100,83,2,25,24,100,70,50.379046 -4.793644,-1,13,11.4,0.0,0,11.4,0.1,16.59,50,2,5,-1024,-3,-18,-1024,-17,-30,0,1024,1024,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000166,7.4
2020-04-17,19:40:29.200,0.01,0.02,0.33,0,30,30,100,83,2,25,24,100,71,50.379046 -4.793644,-1,14,11.4,0.0,0,11.4,0.0,16.59,50,2,5,-1024,-3,-18,-1024,-17,-30,0,1024,1024,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000166,7.4
2020-04-17,19:40:29.720,0.01,0.02,0.33,0,30,30,100,78,2,25,25,100,70,50.379045 -4.793644,-1,14,11.4,0.0,0,11.4,0.2,16.59,50,0,5,-1024,0,-18,-1024,-17,-30,0,1024,1024,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000166,7.4
2020-04-17,19:40:30.260,0.01,0.02,0.33,0,29,29,100,77,2,25,25,100,71,50.379044 -4.793644,-1,14,11.4,0.0,0,11.4,0.1,16.59,50,0,5,-1024,0,-19,-1024,-17,-30,0,1024,1024,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000166,7.4
2020-04-17,19:40:30.800,0.01,0.02,0.33,0,29,29,100,78,2,25,25,100,72,50.379044 -4.793644,-1,14,11.4,0.0,0,11.4,0.0,16.59,50,2,5,-1024,-3,-18,-1024,-17,-30,0,1024,1024,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000166,7.4
2020-04-17,19:40:31.330,0.01,0.02,0.34,0,31,31,100,75,2,25,25,100,71,50.379043 -4.793644,-1,14,11.4,0.0,0,11.4,0.0,16.59,50,0,5,-1024,0,-18,-1024,-17,-30,0,1024,1024,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000166,7.4
2020-04-17,19:40:31.850,0.01,0.02,0.34,0,29,29,100,79,2,25,25,100,72,50.379043 -4.793644,-1,14,11.4,0.0,0,11.4,0.1,16.59,50,0,5,-1024,0,-18,-1024,-17,-30,0,1024,1024,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000166,7.4
2020-04-17,19:40:32.380,0.01,0.02,0.34,0,29,29,100,82,2,25,25,100,68,50.379042 -4.793644,-1,14,11.4,0.0,0,11.4,0.1,16.59,50,0,5,-1024,-3,-18,-1024,-17,-30,0,1024,1024,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000166,7.4
2020-04-17,19:40:32.880,0.01,0.02,0.34,0,30,30,100,79,2,25,25,99,69,50.379042 -4.793644,-1,14,11.4,0.0,0,11.4,0.1,16.59,50,0,5,-1024,0,-18,-1024,-17,-30,0,1024,1024,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000166,7.4
2020-04-17,19:40:33.390,0.01,0.02,0.34,0,30,30,100,80,2,25,24,100,67,50.379041 -4.793644,-1,14,11.4,0.0,0,11.4,0.1,16.59,50,0,5,-1024,0,-18,-1024,-17,-30,0,1024,1024,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000166,7.4
2020-04-17,19:40:33.890,0.01,0.02,0.34,0,29,29,100,81,2,25,24,100,72,50.379041 -4.793644,-1,14,11.4,0.0,0,11.4,0.1,16.59,50,0,5,-1024,0,-18,-1024,-17,-30,0,1024,1024,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000166,7.4
2020-04-17,19:40:34.420,0.01,0.02,0.34,0,29,29,100,77,2,25,24,100,70,50.379041 -4.793643,-1,14,11.4,0.0,0,11.4,0.1,16.59,50,0,5,-1024,0,-19,-1024,-17,-30,0,1024,1024,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000166,7.4
2020-04-17,19:40:34.930,0.01,0.02,0.34,0,30,30,100,80,2,25,24,100,71,50.379040 -4.793643,-1,14,11.4,0.0,0,11.4,0.0,16.59,50,0,5,-1024,0,-18,-1024,-17,-30,0,1024,1024,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000166,7.4
2020-04-17,19:40:35.440,0.01,0.02,0.34,0,30,30,100,56,2,25,25,100,72,50.379039 -4.793643,-1,14,11.4,0.0,0,11.4,0.1,16.59,50,0,5,-1024,0,-18,-1024,-17,-30,0,1024,1024,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000166,7.4
2020-04-17,19:40:35.970,0.01,0.02,0.34,0,30,30,100,82,2,25,25,100,72,50.379039 -4.793643,-1,14,11.4,0.0,0,11.4,0.1,16.59,50,0,5,-1024,0,-18,-1024,-17,-30,0,1024,1024,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000166,7.4
2020-04-17,19:40:36.510,0.01,0.02,0.34,0,30,30,100,77,2,25,25,100,72,50.379038 -4.793643,-1,14,11.4,0.0,0,11.4,0.1,16.59,50,0,5,-1024,0,-18,-1024,-17,-30,0,1024,1024,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000166,7.4
2020-04-17,19:40:37.040,0.01,0.02,0.35,0,30,30,100,76,2,25,24,100,72,50.379038 -4.793643,-1,15,11.4,0.0,0,11.4,0.1,16.59,50,0,5,-1024,0,-18,-1024,-17,-30,0,1024,1024,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000166,7.4
2020-04-17,19:40:37.580,0.01,0.02,0.35,0,29,29,100,77,2,25,24,100,73,50.379037 -4.793643,-1,15,11.4,0.0,0,11.4,0.3,16.59,50,2,5,-1024,0,-19,-1024,-17,-30,0,1024,1024,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000166,7.4
2020-04-17,19:40:38.110,0.01,0.02,0.35,0,29,29,100,80,2,25,25,100,71,50.379037 -4.793643,-1,15,11.4,0.0,0,11.4,0.1,16.59,50,0,5,-1024,0,-18,-1024,-17,-30,0,1024,1024,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000166,7.4
2020-04-17,19:40:38.620,0.01,0.02,0.35,0,29,29,100,77,2,25,24,100,71,50.379037 -4.793643,-1,15,11.4,0.0,0,11.4,0.2,16.59,50,0,5,-1024,-3,-18,-1024,-17,-30,0,1024,1024,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000166,7.4
2020-04-17,19:40:39.130,0.01,0.02,0.35,0,31,31,100,76,2,25,24,100,69,50.379036 -4.793643,-1,15,11.4,0.0,0,11.4,0.1,16.59,50,0,5,-1024,-3,-19,-1024,-17,-30,0,1024,1024,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000166,7.4
2020-04-17,19:40:39.650,0.01,0.02,0.35,0,30,30,100,80,2,25,24,100,72,50.379036 -4.793643,-1,15,11.4,0.0,0,11.4,0.1,16.59,50,0,5,-1024,-3,-18,-1024,-17,-30,0,1024,1024,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000166,7.4
2020-04-17,19:40:40.160,0.01,0.02,0.35,0,30,30,100,80,2,25,24,100,69,50.379036 -4.793643,-1,15,11.4,0.0,0,11.4,0.1,16.59,50,0,5,-1024,0,-19,-1024,-17,-30,0,1024,1024,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000166,7.4
